ID,SchYear,State,Sport,Boys_Schools,Girls_Schools,Boys_Participation,Girls_Participation
45564,2015/2016,TN,Football -- 6-player,0,0,0,0
45565,2015/2016,TN,Football -- 8-player,0,0,0,0
45566,2015/2016,TN,Football -- 9-player,0,0,0,0
45567,2015/2016,TN,Figure Skating,0,0,0,0
45568,2015/2016,TN,Golf,321,268,2442,929
45569,2015/2016,TN,Gymnastics,0,0,0,0
45570,2015/2016,TN,Heptathlon,0,0,0,0
45571,2015/2016,TN,Ice Hockey,0,0,0,0
45572,2015/2016,TN,Judo,0,0,0,0
45573,2015/2016,TN,Kayaking,0,0,0,0
45574,2015/2016,TN,Lacrosse,0,0,0,0
45575,2015/2016,TN,Mixed 6-Coed Volleyball,0,0,0,0
45576,2015/2016,TN,Mt. Biking,0,0,0,0
45577,2015/2016,TN,Martial Arts,0,0,0,0
45578,2015/2016,TN,Native Youth Olympics,0,0,0,0
45579,2015/2016,TN,None,0,0,0,0
45580,2015/2016,TN,Pentathlon,0,0,0,0
45581,2015/2016,TN,Riflery,0,0,0,0
45582,2015/2016,TN,Rock Climbing,0,0,0,0
45583,2015/2016,TN,Rodeo,0,0,0,0
45584,2015/2016,TN,RUGBY,0,0,0,0
45585,2015/2016,TN,Rythmic Gymnastics,0,0,0,0
45586,2015/2016,TN,sailing,0,0,0,0
45587,2015/2016,TN,Roller Hockey,0,0,0,0
45588,2015/2016,TN,Skiing -- Alpine,0,0,0,0
45589,2015/2016,TN,Skiing -- Cross Country,0,0,0,0
45590,2015/2016,TN,Snowboarding,0,0,0,0
45591,2015/2016,TN,Soccer,307,303,8135,6952
45592,2015/2016,TN,Soft Tennis,0,0,0,0
45593,2015/2016,TN,Softball -- Fast Pitch,0,369,0,6169
45594,2015/2016,TN,Softball -- Slow Pitch,0,0,0,0
45595,2015/2016,TN,Surfing,0,0,0,0
45596,2015/2016,TN,Sand Volleyball,0,0,0,0
45597,2015/2016,TN,Squash,0,0,0,0
45598,2015/2016,TN,Swimming & Diving,0,0,0,0
45599,2015/2016,TN,Synchronized Swimming,0,0,0,0
45600,2015/2016,TN,Team Tennis,0,0,0,0
45601,2015/2016,TN,Tennis,265,279,2334,2867
45602,2015/2016,TN,Track and Field -- Indoor,0,0,0,0
45603,2015/2016,TN,Track and Field -- Outdoor,295,299,7329,5836
45604,2015/2016,TN,Volleyball,0,334,0,6354
45605,2015/2016,TN,Water Polo,0,0,0,0
45606,2015/2016,TN,Trap Shooting,0,0,0,0
45607,2015/2016,TN,Ultimate Frisbee,0,0,0,0
45608,2015/2016,TN,Weight Lifting,0,0,0,0
45609,2015/2016,TN,Wrestling,179,45,3904,173
45610,2015/2016,DE,Adapted Basketball,0,0,0,0
45611,2015/2016,DE,Adapted Bowling,0,0,0,0
45612,2015/2016,DE,Adapted Floor Hockey,0,0,0,0
45613,2015/2016,DE,Adapted Soccer,0,0,0,0
45614,2015/2016,DE,Adapted Softball,0,0,0,0
45615,2015/2016,DE,Adapted Track,0,0,0,0
45616,2015/2016,DE,Adapted Bocce - Indoor,0,0,0,0
45617,2015/2016,DE,Adapted Volleyball,0,0,0,0
45618,2015/2016,DE,Adaptive Golf,0,0,0,0
45619,2015/2016,DE,Adaptive Corn Toss,0,0,0,0
45620,2015/2016,DE,Air Riflery,0,0,0,0
45621,2015/2016,DE,Archery,0,0,0,0
45622,2015/2016,DE,Badminton,0,0,0,0
45623,2015/2016,DE,Baseball,52,0,1413,2
45624,2015/2016,DE,Basketball,57,56,1528,1120
45625,2015/2016,DE,Bowling,0,0,0,0
45626,2015/2016,DE,Bocce - Outdoor,0,0,0,0
45627,2015/2016,DE,Adaptive Tennis,0,0,0,0
45628,2015/2016,DE,Adaptive Strength Training,0,0,0,0
45629,2015/2016,DE,Adaptive Handball,0,0,0,0
45630,2015/2016,DE,Competitive Spirit Squad,0,20,88,224
45631,2015/2016,DE,Crew,3,5,122,140
45632,2015/2016,DE,Cross Country,52,51,979,847
45633,2015/2016,DE,DANCE,0,0,0,0
45634,2015/2016,DE,"Dance Team, High Kick",0,0,0,0
45635,2015/2016,DE,"Dance Team, Jazz",0,0,0,0
45636,2015/2016,DE,Dance/Drill,0,0,0,0
45637,2015/2016,DE,Decathlon,0,0,0,0
45638,2015/2016,DE,Canoe Paddling,0,0,0,0
45639,2015/2016,DE,Cycling,0,0,0,0
45640,2015/2016,DE,Drill Team,0,0,0,0
45641,2015/2016,DE,Equestrian,0,0,0,0
45642,2015/2016,DE,Fencing,0,0,0,0
45643,2015/2016,DE,Field Hockey,0,49,0,1507
45644,2015/2016,DE,Flag Football,0,0,0,0
45645,2015/2016,DE,Football -- 11-Player,44,0,3067,2
45646,2015/2016,DE,Football -- 6-player,0,0,0,0
45647,2015/2016,DE,Football -- 8-player,0,0,0,0
45648,2015/2016,DE,Football -- 9-player,0,0,0,0
45649,2015/2016,DE,Figure Skating,0,0,0,0
45650,2015/2016,DE,Golf,49,33,414,94
45651,2015/2016,DE,Gymnastics,0,0,0,0
45652,2015/2016,DE,Heptathlon,0,0,0,0
45653,2015/2016,DE,Ice Hockey,0,0,0,0
45654,2015/2016,DE,Judo,0,0,0,0
45655,2015/2016,DE,Kayaking,0,0,0,0
45656,2015/2016,DE,Lacrosse,48,35,1635,1140
45657,2015/2016,DE,Mixed 6-Coed Volleyball,0,0,0,0
45658,2015/2016,DE,Mt. Biking,0,0,0,0
45659,2015/2016,DE,Martial Arts,0,0,0,0
45660,2015/2016,DE,Native Youth Olympics,0,0,0,0
45661,2015/2016,DE,None,0,0,0,0
45662,2015/2016,DE,Pentathlon,0,0,0,0
45663,2015/2016,DE,Riflery,0,0,0,0
45664,2015/2016,DE,Rock Climbing,0,0,0,0
45665,2015/2016,DE,Rodeo,0,0,0,0
45666,2015/2016,DE,RUGBY,0,0,0,0
45667,2015/2016,DE,Rythmic Gymnastics,0,0,0,0
45668,2015/2016,DE,sailing,0,0,0,0
45669,2015/2016,DE,Roller Hockey,0,0,0,0
45670,2015/2016,DE,Skiing -- Alpine,0,0,0,0
45671,2015/2016,DE,Skiing -- Cross Country,0,0,0,0
45672,2015/2016,DE,Snowboarding,0,0,0,0
45673,2015/2016,DE,Soccer,52,51,2048,1590
45674,2015/2016,DE,Soft Tennis,0,0,0,0
45675,2015/2016,DE,Softball -- Fast Pitch,0,47,0,1110
45676,2015/2016,DE,Softball -- Slow Pitch,0,0,0,0
45677,2015/2016,DE,Surfing,0,0,0,0
45678,2015/2016,DE,Sand Volleyball,0,0,0,0
45679,2015/2016,DE,Squash,0,0,0,0
45680,2015/2016,DE,Swimming & Diving,38,39,607,769
45681,2015/2016,DE,Synchronized Swimming,0,0,0,0
45682,2015/2016,DE,Team Tennis,0,0,0,0
45683,2015/2016,DE,Tennis,34,36,452,518
45684,2015/2016,DE,Track and Field -- Indoor,38,38,852,798
45685,2015/2016,DE,Track and Field -- Outdoor,41,42,1411,1203
45686,2015/2016,DE,Volleyball,8,55,126,1490
45687,2015/2016,DE,Water Polo,0,0,0,0
45688,2015/2016,DE,Trap Shooting,0,0,0,0
45689,2015/2016,DE,Ultimate Frisbee,0,0,0,0
45690,2015/2016,DE,Weight Lifting,0,0,0,0
45691,2015/2016,DE,Wrestling,45,0,1039,13
45692,2015/2016,IL,Adapted Basketball,0,0,0,0
45693,2015/2016,IL,Adapted Bowling,1,0,1,0
45694,2015/2016,IL,Adapted Floor Hockey,0,0,0,0
45695,2015/2016,IL,Adapted Soccer,0,0,0,0
45696,2015/2016,IL,Adapted Softball,0,0,0,0
45697,2015/2016,IL,Adapted Track,3,3,3,4
45698,2015/2016,IL,Adapted Bocce - Indoor,0,0,0,0
45699,2015/2016,IL,Adapted Volleyball,0,0,0,0
45700,2015/2016,IL,Adaptive Golf,0,0,0,0
45701,2015/2016,IL,Adaptive Corn Toss,0,0,0,0
45702,2015/2016,IL,Air Riflery,0,0,0,0
45703,2015/2016,IL,Archery,0,0,0,0
45704,2015/2016,IL,Badminton,0,94,0,3955
45705,2015/2016,IL,Baseball,653,0,22806,0
45706,2015/2016,IL,Basketball,735,686,24524,17015
45707,2015/2016,IL,Bowling,194,226,2744,3098
45708,2015/2016,IL,Bocce - Outdoor,0,0,0,0
45709,2015/2016,IL,Adaptive Tennis,0,0,0,0
45710,2015/2016,IL,Adaptive Strength Training,0,0,0,0
45711,2015/2016,IL,Adaptive Handball,0,0,0,0
45712,2015/2016,IL,Competitive Spirit Squad,0,285,0,7069
45713,2015/2016,IL,Crew,0,0,0,0
45714,2015/2016,IL,Cross Country,514,500,11516,10713
45715,2015/2016,IL,DANCE,0,234,0,4414
45716,2015/2016,IL,"Dance Team, High Kick",0,0,0,0
45717,2015/2016,IL,"Dance Team, Jazz",0,0,0,0
45718,2015/2016,IL,Dance/Drill,0,0,0,0
45719,2015/2016,IL,Decathlon,0,0,0,0
45720,2015/2016,IL,Canoe Paddling,0,0,0,0
45721,2015/2016,IL,Cycling,0,0,0,0
45722,2015/2016,IL,Drill Team,0,0,0,0
45723,2015/2016,IL,Equestrian,0,0,0,0
45724,2015/2016,IL,Fencing,0,0,0,0
45725,2015/2016,IL,Field Hockey,0,11,0,191
45726,2015/2016,IL,Flag Football,0,0,0,0
45727,2015/2016,IL,Football -- 11-Player,554,0,44451,0
45728,2015/2016,IL,Football -- 6-player,0,0,0,0
45729,2015/2016,IL,Football -- 8-player,0,0,0,0
45730,2015/2016,IL,Football -- 9-player,0,0,0,0
45731,2015/2016,IL,Figure Skating,0,0,0,0
45732,2015/2016,IL,Golf,514,392,7653,3971
45733,2015/2016,IL,Gymnastics,51,76,1511,1753
45734,2015/2016,IL,Heptathlon,0,0,0,0
45735,2015/2016,IL,Ice Hockey,0,0,0,0
45736,2015/2016,IL,Judo,0,0,0,0
45737,2015/2016,IL,Kayaking,0,0,0,0
45738,2015/2016,IL,Lacrosse,89,63,2727,1749
45739,2015/2016,IL,Mixed 6-Coed Volleyball,0,0,0,0
45740,2015/2016,IL,Mt. Biking,0,0,0,0
45741,2015/2016,IL,Martial Arts,0,0,0,0
45742,2015/2016,IL,Native Youth Olympics,0,0,0,0
45743,2015/2016,IL,None,0,0,0,0
45744,2015/2016,IL,Pentathlon,0,0,0,0
45745,2015/2016,IL,Riflery,0,0,0,0
45746,2015/2016,IL,Rock Climbing,0,0,0,0
45747,2015/2016,IL,Rodeo,0,0,0,0
45748,2015/2016,IL,RUGBY,0,0,0,0
45749,2015/2016,IL,Rythmic Gymnastics,0,0,0,0
45750,2015/2016,IL,sailing,0,0,0,0
45751,2015/2016,IL,Roller Hockey,0,0,0,0
45752,2015/2016,IL,Skiing -- Alpine,0,0,0,0
45753,2015/2016,IL,Skiing -- Cross Country,0,0,0,0
45754,2015/2016,IL,Snowboarding,0,0,0,0
45755,2015/2016,IL,Soccer,452,403,20704,16286
45756,2015/2016,IL,Soft Tennis,0,0,0,0
45757,2015/2016,IL,Softball -- Fast Pitch,0,615,0,15333
45758,2015/2016,IL,Softball -- Slow Pitch,0,0,0,0
45759,2015/2016,IL,Surfing,0,0,0,0
45760,2015/2016,IL,Sand Volleyball,0,0,0,0
45761,2015/2016,IL,Squash,0,0,0,0
45762,2015/2016,IL,Swimming & Diving,236,250,5737,6435
45763,2015/2016,IL,Synchronized Swimming,0,0,0,0
45764,2015/2016,IL,Team Tennis,0,0,0,0
45765,2015/2016,IL,Tennis,291,312,6894,8087
45766,2015/2016,IL,Track and Field -- Indoor,0,0,0,0
45767,2015/2016,IL,Track and Field -- Outdoor,612,599,25554,19974
45768,2015/2016,IL,Volleyball,199,697,6824,22231
45769,2015/2016,IL,Water Polo,79,76,2032,1961
45770,2015/2016,IL,Trap Shooting,0,0,0,0
45771,2015/2016,IL,Ultimate Frisbee,0,0,0,0
45772,2015/2016,IL,Weight Lifting,0,0,0,0
45773,2015/2016,IL,Wrestling,435,0,14223,0
45774,2015/2016,MN,Adapted Basketball,0,0,0,0
45775,2015/2016,MN,Adapted Bowling,46,46,243,163
45776,2015/2016,MN,Adapted Floor Hockey,62,62,244,170
45777,2015/2016,MN,Adapted Soccer,67,67,192,127
45778,2015/2016,MN,Adapted Softball,63,63,243,188
45779,2015/2016,MN,Adapted Track,0,0,0,0
45780,2015/2016,MN,Adapted Bocce - Indoor,0,0,0,0
45781,2015/2016,MN,Adapted Volleyball,0,0,0,0
45782,2015/2016,MN,Adaptive Golf,0,0,0,0
45783,2015/2016,MN,Adaptive Corn Toss,0,0,0,0
45784,2015/2016,MN,Air Riflery,0,0,0,0
45785,2015/2016,MN,Archery,0,0,0,0
45786,2015/2016,MN,Badminton,0,18,0,535
45787,2015/2016,MN,Baseball,431,0,13515,5
45788,2015/2016,MN,Basketball,470,457,13542,12012
45789,2015/2016,MN,Bowling,0,0,0,0
45790,2015/2016,MN,Bocce - Outdoor,0,0,0,0
45791,2015/2016,MN,Adaptive Tennis,0,0,0,0
45792,2015/2016,MN,Adaptive Strength Training,0,0,0,0
45793,2015/2016,MN,Adaptive Handball,0,0,0,0
45794,2015/2016,MN,Competitive Spirit Squad,0,0,0,0
45795,2015/2016,MN,Crew,0,0,0,0
45796,2015/2016,MN,Cross Country,362,360,7357,9065
45797,2015/2016,MN,DANCE,0,0,0,0
45798,2015/2016,MN,"Dance Team, High Kick",0,182,0,4956
45799,2015/2016,MN,"Dance Team, Jazz",0,182,0,4956
45800,2015/2016,MN,Dance/Drill,0,0,0,0
45801,2015/2016,MN,Decathlon,0,0,0,0
45802,2015/2016,MN,Canoe Paddling,0,0,0,0
45803,2015/2016,MN,Cycling,0,0,0,0
45804,2015/2016,MN,Drill Team,0,0,0,0
45805,2015/2016,MN,Equestrian,0,0,0,0
45806,2015/2016,MN,Fencing,0,0,0,0
45807,2015/2016,MN,Field Hockey,0,0,0,0
45808,2015/2016,MN,Flag Football,0,0,0,0
45809,2015/2016,MN,Football -- 11-Player,356,0,23751,0
45810,2015/2016,MN,Football -- 6-player,0,0,0,0
45811,2015/2016,MN,Football -- 8-player,0,0,0,0
45812,2015/2016,MN,Football -- 9-player,84,0,1899,0
45813,2015/2016,MN,Figure Skating,0,0,0,0
45814,2015/2016,MN,Golf,376,364,5556,4204
45815,2015/2016,MN,Gymnastics,0,197,0,2595
45816,2015/2016,MN,Heptathlon,0,0,0,0
45817,2015/2016,MN,Ice Hockey,277,245,5792,3761
45818,2015/2016,MN,Judo,0,0,0,0
45819,2015/2016,MN,Kayaking,0,0,0,0
45820,2015/2016,MN,Lacrosse,103,98,3535,3773
45821,2015/2016,MN,Mixed 6-Coed Volleyball,0,0,0,0
45822,2015/2016,MN,Mt. Biking,0,0,0,0
45823,2015/2016,MN,Martial Arts,0,0,0,0
45824,2015/2016,MN,Native Youth Olympics,0,0,0,0
45825,2015/2016,MN,None,0,0,0,0
45826,2015/2016,MN,Pentathlon,0,0,0,0
45827,2015/2016,MN,Riflery,0,0,0,0
45828,2015/2016,MN,Rock Climbing,0,0,0,0
45829,2015/2016,MN,Rodeo,0,0,0,0
45830,2015/2016,MN,RUGBY,0,0,0,0
45831,2015/2016,MN,Rythmic Gymnastics,0,0,0,0
45832,2015/2016,MN,sailing,0,0,0,0
45833,2015/2016,MN,Roller Hockey,0,0,0,0
45834,2015/2016,MN,Skiing -- Alpine,122,124,1021,821
45835,2015/2016,MN,Skiing -- Cross Country,117,118,1993,2431
45836,2015/2016,MN,Snowboarding,0,0,0,0
45837,2015/2016,MN,Soccer,248,235,9254,8116
45838,2015/2016,MN,Soft Tennis,0,0,0,0
45839,2015/2016,MN,Softball -- Fast Pitch,0,412,0,13029
45840,2015/2016,MN,Softball -- Slow Pitch,0,0,0,0
45841,2015/2016,MN,Surfing,0,0,0,0
45842,2015/2016,MN,Sand Volleyball,0,0,0,0
45843,2015/2016,MN,Squash,0,0,0,0
45844,2015/2016,MN,Swimming & Diving,159,203,3772,5813
45845,2015/2016,MN,Synchronized Swimming,0,22,0,432
45846,2015/2016,MN,Team Tennis,0,0,0,0
45847,2015/2016,MN,Tennis,188,225,4987,6524
45848,2015/2016,MN,Track and Field -- Indoor,0,0,0,0
45849,2015/2016,MN,Track and Field -- Outdoor,434,436,16896,15842
45850,2015/2016,MN,Volleyball,0,463,0,16222
45851,2015/2016,MN,Water Polo,0,0,0,0
45852,2015/2016,MN,Trap Shooting,0,0,0,0
45853,2015/2016,MN,Ultimate Frisbee,0,0,0,0
45854,2015/2016,MN,Weight Lifting,0,0,0,0
45855,2015/2016,MN,Wrestling,346,0,8135,19
45856,2015/2016,MI,Adaptive Golf,0,0,0,0
45857,2015/2016,MI,Adaptive Corn Toss,0,0,0,0
45858,2015/2016,MI,Adaptive Tennis,0,0,0,0
45859,2015/2016,MI,Adaptive Strength Training,0,0,0,0
45860,2015/2016,MI,Adaptive Handball,0,0,0,0
45861,2015/2016,MI,Figure Skating,0,0,0,0
45862,2015/2016,MI,Martial Arts,0,0,0,0
45863,2015/2016,MI,Rock Climbing,0,0,0,0
45864,2015/2016,MI,Roller Hockey,0,0,0,0
45865,2015/2016,MI,Sand Volleyball,0,0,0,0
45866,2015/2016,MI,Squash,0,0,0,0
45867,2015/2016,MI,Trap Shooting,0,0,0,0
45868,2015/2016,MI,Ultimate Frisbee,0,0,0,0
45869,2015/2016,NV,Adapted Basketball,0,0,0,0
45870,2015/2016,NV,Adapted Bowling,0,0,0,0
45871,2015/2016,NV,Adapted Floor Hockey,0,0,0,0
45872,2015/2016,NV,Adapted Soccer,0,0,0,0
45873,2015/2016,NV,Adapted Softball,0,0,0,0
45874,2015/2016,NV,Adapted Track,0,0,0,0
45875,2015/2016,NV,Adapted Bocce - Indoor,0,0,0,0
45876,2015/2016,NV,Adapted Volleyball,0,0,0,0
45877,2015/2016,NV,Adaptive Golf,0,0,0,0
45878,2015/2016,NV,Adaptive Corn Toss,0,0,0,0
45879,2015/2016,NV,Air Riflery,0,0,0,0
45880,2015/2016,NV,Archery,0,0,0,0
45881,2015/2016,NV,Badminton,0,0,0,0
45882,2015/2016,NV,Baseball,92,0,2613,0
45883,2015/2016,NV,Basketball,102,101,3044,2520
45884,2015/2016,NV,Bowling,36,36,293,257
45885,2015/2016,NV,Bocce - Outdoor,0,0,0,0
45886,2015/2016,NV,Adaptive Tennis,0,0,0,0
45887,2015/2016,NV,Adaptive Strength Training,0,0,0,0
45888,2015/2016,NV,Adaptive Handball,0,0,0,0
45889,2015/2016,NV,Competitive Spirit Squad,0,0,0,0
45890,2015/2016,NV,Crew,0,0,0,0
45891,2015/2016,NV,Cross Country,85,80,1193,903
45892,2015/2016,NV,DANCE,0,0,0,0
45893,2015/2016,NV,"Dance Team, High Kick",0,0,0,0
45894,2015/2016,NV,"Dance Team, Jazz",0,0,0,0
45895,2015/2016,NV,Dance/Drill,0,0,0,0
45896,2015/2016,NV,Decathlon,0,0,0,0
45897,2015/2016,NV,Canoe Paddling,0,0,0,0
45898,2015/2016,NV,Cycling,0,0,0,0
45899,2015/2016,NV,Drill Team,0,0,0,0
45900,2015/2016,NV,Equestrian,0,0,0,0
45901,2015/2016,NV,Fencing,0,0,0,0
45902,2015/2016,NV,Field Hockey,0,0,0,0
45903,2015/2016,NV,Flag Football,0,34,0,1678
45904,2015/2016,NV,Football -- 11-Player,74,0,6724,0
45905,2015/2016,NV,Football -- 6-player,0,0,0,0
45906,2015/2016,NV,Football -- 8-player,21,0,456,0
45907,2015/2016,NV,Football -- 9-player,0,0,0,0
45908,2015/2016,NV,Figure Skating,0,0,0,0
45909,2015/2016,NV,Golf,76,69,700,372
45910,2015/2016,NV,Gymnastics,0,0,0,0
45911,2015/2016,NV,Heptathlon,0,0,0,0
45912,2015/2016,NV,Ice Hockey,0,0,0,0
45913,2015/2016,NV,Judo,0,0,0,0
45914,2015/2016,NV,Kayaking,0,0,0,0
45915,2015/2016,NV,Lacrosse,0,0,0,0
45916,2015/2016,NV,Mixed 6-Coed Volleyball,0,0,0,0
45917,2015/2016,NV,Mt. Biking,0,0,0,0
45918,2015/2016,NV,Martial Arts,0,0,0,0
45919,2015/2016,NV,Native Youth Olympics,0,0,0,0
45920,2015/2016,NV,None,0,0,0,0
45921,2015/2016,NV,Pentathlon,0,0,0,0
45922,2015/2016,NV,Riflery,0,0,0,0
45923,2015/2016,NV,Rock Climbing,0,0,0,0
45924,2015/2016,NV,Rodeo,0,0,0,0
45925,2015/2016,NV,RUGBY,0,0,0,0
45926,2015/2016,NV,Rythmic Gymnastics,0,0,0,0
45927,2015/2016,NV,sailing,0,0,0,0
45928,2015/2016,NV,Roller Hockey,0,0,0,0
45929,2015/2016,NV,Skiing -- Alpine,20,19,245,177
45930,2015/2016,NV,Skiing -- Cross Country,0,0,0,0
45931,2015/2016,NV,Snowboarding,0,0,0,0
45932,2015/2016,NV,Soccer,68,67,2325,2371
45933,2015/2016,NV,Soft Tennis,0,0,0,0
45934,2015/2016,NV,Softball -- Fast Pitch,0,90,0,2209
45935,2015/2016,NV,Softball -- Slow Pitch,0,0,0,0
45936,2015/2016,NV,Surfing,0,0,0,0
45937,2015/2016,NV,Sand Volleyball,0,0,0,0
45938,2015/2016,NV,Squash,0,0,0,0
45939,2015/2016,NV,Swimming & Diving,58,58,851,1391
45940,2015/2016,NV,Synchronized Swimming,0,0,0,0
45941,2015/2016,NV,Team Tennis,0,0,0,0
45942,2015/2016,NV,Tennis,56,56,765,807
45943,2015/2016,NV,Track and Field -- Indoor,0,0,0,0
45944,2015/2016,NV,Track and Field -- Outdoor,94,93,3738,3130
45945,2015/2016,NV,Volleyball,33,102,1144,2939
45946,2015/2016,NV,Water Polo,0,0,0,0
45947,2015/2016,NV,Trap Shooting,0,0,0,0
45948,2015/2016,NV,Ultimate Frisbee,0,0,0,0
45949,2015/2016,NV,Weight Lifting,0,0,0,0
45950,2015/2016,NV,Wrestling,75,0,2420,0
45951,2015/2016,CT,Adapted Basketball,1,0,0,0
45952,2015/2016,CT,Adapted Bowling,0,0,0,0
45953,2015/2016,CT,Adapted Floor Hockey,0,0,0,0
45954,2015/2016,CT,Adapted Soccer,0,0,0,0
45955,2015/2016,CT,Adapted Softball,0,0,0,0
45956,2015/2016,CT,Adapted Track,0,0,0,0
45957,2015/2016,CT,Adapted Bocce - Indoor,0,0,0,0
45958,2015/2016,CT,Adapted Volleyball,0,0,0,0
45959,2015/2016,CT,Adaptive Golf,0,0,0,0
45960,2015/2016,CT,Adaptive Corn Toss,0,0,0,0
45961,2015/2016,CT,Air Riflery,0,0,0,0
45962,2015/2016,CT,Archery,0,0,0,0
45963,2015/2016,CT,Badminton,0,0,0,0
45964,2015/2016,CT,Baseball,181,0,6092,17
45965,2015/2016,CT,Basketball,187,188,5491,3928
45966,2015/2016,CT,Bowling,0,0,0,0
45967,2015/2016,CT,Bocce - Outdoor,0,0,0,0
45968,2015/2016,CT,Adaptive Tennis,0,0,0,0
45969,2015/2016,CT,Adaptive Strength Training,0,0,0,0
45970,2015/2016,CT,Adaptive Handball,0,0,0,0
45971,2015/2016,CT,Competitive Spirit Squad,41,156,173,2801
45972,2015/2016,CT,Crew,0,0,0,0
45973,2015/2016,CT,Cross Country,183,181,4027,2874
45974,2015/2016,CT,DANCE,0,0,0,0
45975,2015/2016,CT,"Dance Team, High Kick",0,0,0,0
45976,2015/2016,CT,"Dance Team, Jazz",0,0,0,0
45977,2015/2016,CT,Dance/Drill,0,0,0,0
45978,2015/2016,CT,Decathlon,0,0,0,0
45979,2015/2016,CT,Canoe Paddling,0,0,0,0
45980,2015/2016,CT,Cycling,0,0,0,0
45981,2015/2016,CT,Drill Team,0,0,0,0
45982,2015/2016,CT,Equestrian,0,0,0,0
45983,2015/2016,CT,Fencing,0,0,0,0
45984,2015/2016,CT,Field Hockey,0,84,0,3302
45985,2015/2016,CT,Flag Football,0,0,0,0
45986,2015/2016,CT,Football -- 11-Player,147,0,9842,35
45987,2015/2016,CT,Football -- 6-player,0,0,0,0
45988,2015/2016,CT,Football -- 8-player,0,0,0,0
45989,2015/2016,CT,Football -- 9-player,0,0,0,0
45990,2015/2016,CT,Figure Skating,0,0,0,0
45991,2015/2016,CT,Golf,167,75,1774,748
45992,2015/2016,CT,Gymnastics,0,80,0,424
45993,2015/2016,CT,Heptathlon,0,0,0,0
45994,2015/2016,CT,Ice Hockey,57,0,1440,21
45995,2015/2016,CT,Judo,0,0,0,0
45996,2015/2016,CT,Kayaking,0,0,0,0
45997,2015/2016,CT,Lacrosse,100,95,4448,3770
45998,2015/2016,CT,Mixed 6-Coed Volleyball,0,0,0,0
45999,2015/2016,CT,Mt. Biking,0,0,0,0
46000,2015/2016,CT,Martial Arts,0,0,0,0
46001,2015/2016,CT,Native Youth Olympics,0,0,0,0
46002,2015/2016,CT,None,0,0,0,0
46003,2015/2016,CT,Pentathlon,0,0,0,0
46004,2015/2016,CT,Riflery,0,0,0,0
46005,2015/2016,CT,Rock Climbing,0,0,0,0
46006,2015/2016,CT,Rodeo,0,0,0,0
46007,2015/2016,CT,RUGBY,0,0,0,0
46008,2015/2016,CT,Rythmic Gymnastics,0,0,0,0
46009,2015/2016,CT,sailing,0,0,0,0
46010,2015/2016,CT,Roller Hockey,0,0,0,0
46011,2015/2016,CT,Skiing -- Alpine,0,0,0,0
46012,2015/2016,CT,Skiing -- Cross Country,0,0,0,0
46013,2015/2016,CT,Snowboarding,0,0,0,0
46014,2015/2016,CT,Soccer,181,169,7344,5817
46015,2015/2016,CT,Soft Tennis,0,0,0,0
46016,2015/2016,CT,Softball -- Fast Pitch,0,182,0,4232
46017,2015/2016,CT,Softball -- Slow Pitch,0,0,0,0
46018,2015/2016,CT,Surfing,0,0,0,0
46019,2015/2016,CT,Sand Volleyball,0,0,0,0
46020,2015/2016,CT,Squash,0,0,0,0
46021,2015/2016,CT,Swimming & Diving,120,113,1887,2635
46022,2015/2016,CT,Synchronized Swimming,0,0,0,0
46023,2015/2016,CT,Team Tennis,0,0,0,0
46024,2015/2016,CT,Tennis,146,151,2411,3357
46025,2015/2016,CT,Track and Field -- Indoor,175,171,5359,5144
46026,2015/2016,CT,Track and Field -- Outdoor,181,181,7612,6976
46027,2015/2016,CT,Volleyball,47,170,839,4872
46028,2015/2016,CT,Water Polo,0,0,0,0
46029,2015/2016,CT,Trap Shooting,0,0,0,0
46030,2015/2016,CT,Ultimate Frisbee,0,0,0,0
46031,2015/2016,CT,Weight Lifting,0,0,0,0
46032,2015/2016,CT,Wrestling,134,0,2439,75
46033,2015/2016,MS,Adapted Basketball,0,0,0,0
46034,2015/2016,MS,Adapted Bowling,0,0,0,0
46035,2015/2016,MS,Adapted Floor Hockey,0,0,0,0
46036,2015/2016,MS,Adapted Soccer,0,0,0,0
46037,2015/2016,MS,Adapted Softball,0,0,0,0
46038,2015/2016,MS,Adapted Track,0,0,0,0
46039,2015/2016,MS,Adapted Bocce - Indoor,0,0,0,0
46040,2015/2016,MS,Adapted Volleyball,0,0,0,0
46041,2015/2016,MS,Adaptive Golf,0,0,0,0
46042,2015/2016,MS,Adaptive Corn Toss,0,0,0,0
46043,2015/2016,MS,Air Riflery,0,0,0,0
46044,2015/2016,MS,Archery,132,127,1300,1250
46045,2015/2016,MS,Badminton,0,0,0,0
46046,2015/2016,MS,Baseball,250,0,7675,0
46047,2015/2016,MS,Basketball,250,250,8625,8460
46048,2015/2016,MS,Bowling,58,58,590,475
46049,2015/2016,MS,Bocce - Outdoor,0,0,0,0
46050,2015/2016,MS,Adaptive Tennis,0,0,0,0
46051,2015/2016,MS,Adaptive Strength Training,0,0,0,0
46052,2015/2016,MS,Adaptive Handball,0,0,0,0
46053,2015/2016,MS,Competitive Spirit Squad,20,125,125,3010
46054,2015/2016,MS,Crew,0,0,0,0
46055,2015/2016,MS,Cross Country,166,166,1760,1445
46056,2015/2016,MS,DANCE,0,100,0,1400
